Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,,,,,,,,
alsterpaullone PC3 DOWN,1/1153,0.447842438,0.454447784,0,0,1.816936728,1.459570365,RPL37A,,,,,,,,
latamoxef HL60 UP,1/1196,0.460314449,0.46675953,0,0,1.747559275,1.35583589,ESR1,,,,,,,,
5-Fluorouracil CTD 00005987,1/1202,0.462034421,0.468158588,0,0,1.738273661,1.342148709,JUN,,,,,,,,
testosterone CTD 00006844,1/1247,0.474777773,0.480716862,0,0,1.671482076,1.245101092,ESR1,,,,,,,,
Bisphenol A CTD 00000312,1/1262,0.478964782,0.484599662,0,0,1.650277557,1.214815862,ESR1,,,,,,,,
irinotecan MCF7 DOWN,1/1272,0.481739407,0.487048805,0,0,1.636419267,1.19516202,ESR1,,,,,,,,
quercetin CTD 00006679,Feb-58,0.484469278,0.489449139,0,0,1.333491762,0.966383158,JUN;ESR1,,,,,,,,
GW-8510 MCF7 DOWN,1/1290,0.486700241,0.491342283,0,0,1.612016205,1.160823938,RPL37A,,,,,,,,
formaldehyde CTD 00006001,Feb-92,0.490563048,0.494878852,0,0,1.31661442,0.937694725,JUN;RPL37A,,,,,,,,
TERT-BUTYL HYDROPEROXIDE CTD 00007349,1/1341,0.500524718,0.504558251,0,0,1.546434494,1.070284675,JUN,,,,,,,,
alsterpaullone MCF7 DOWN,1/1469,0.533757625,0.537665075,0,0,1.401907357,0.880136264,RPL37A,,,,,,,,
camptothecin PC3 DOWN,1/1494,0.540011104,0.543566407,0,0,1.376572152,0.848196374,RPL37A,,,,,,,,
VITAMIN E CTD 00006994,1/1510,0.54397361,0.547154742,0,0,1.360798174,0.828528153,JUN,,,,,,,,
camptothecin MCF7 DOWN,1/1513,0.54471315,0.547498389,0,0,1.357877719,0.824905219,RPL37A,,,,,,,,
SELENIUM CTD 00006731,1/1559,0.555918418,0.558353098,0,0,1.314505777,0.771790673,RPL37A,,,,,,,,
trichostatin A CTD 00000660,Feb-84,0.558233149,0.56026901,0,0,1.145170296,0.667609746,JUN;ESR1,,,,,,,,
METHYL METHANESULFONATE CTD 00006307,Feb-64,0.603364839,0.60512392,0,0,1.044018643,0.527472906,JUN;RPL37A,,,,,,,,
progesterone CTD 00006624,Jan-15,0.634588192,0.635974765,0,0,1.049344015,0.47721963,ESR1,,,,,,,,
ETHYL METHANESULFONATE CTD 00005938,Jan-15,0.707837827,0.708868159,0,0,0.848746759,0.293276184,JUN,,,,,,,,
cyclosporin A CTD 00007121,Feb-25,0.735755583,0.736290678,0,0,0.7861808,0.24124532,JUN;MRPL16,,,,,,,,
AFLATOXIN B1 CTD 00007128,Jan-81,0.812383403,0.812383403,0,0,0.61002886,0.126753553,JUN,,,,,,,,
